County,Cases,Hospitalizations,Deaths,Date,State,Abbr,FIPS
Prince William,7484,672,147,2020-07-03,Virginia,VA,51153
Pulaski,48,7,2,2020-07-03,Virginia,VA,51155
Rappahannock,22,1,0,2020-07-03,Virginia,VA,51157
Richmond County,298,12,4,2020-07-03,Virginia,VA,51159
Roanoke County,278,11,6,2020-07-03,Virginia,VA,51161
Rockbridge,33,0,0,2020-07-03,Virginia,VA,51163
Rockingham,743,79,11,2020-07-03,Virginia,VA,51165
Russell,14,2,0,2020-07-03,Virginia,VA,51167
Scott,10,2,2,2020-07-03,Virginia,VA,51169
Shenandoah,587,65,31,2020-07-03,Virginia,VA,51171
Smyth,42,5,1,2020-07-03,Virginia,VA,51173
Southampton,163,8,7,2020-07-03,Virginia,VA,51175
Spotsylvania,1027,76,31,2020-07-03,Virginia,VA,51177
Stafford,1008,95,5,2020-07-03,Virginia,VA,51179
Surry,17,4,1,2020-07-03,Virginia,VA,51181
Sussex,209,13,5,2020-07-03,Virginia,VA,51183
Tazewell,16,0,0,2020-07-03,Virginia,VA,51185
Warren,295,18,8,2020-07-03,Virginia,VA,51187
Washington,66,8,4,2020-07-03,Virginia,VA,51191
Westmoreland,108,12,2,2020-07-03,Virginia,VA,51193
Wise,30,12,2,2020-07-03,Virginia,VA,51195
Wythe,54,5,1,2020-07-03,Virginia,VA,51197
York,124,10,3,2020-07-03,Virginia,VA,51199
Alexandria,2357,239,57,2020-07-03,Virginia,VA,51510
Bristol,5,1,0,2020-07-03,Virginia,VA,51520
Buena Vista City,15,1,0,2020-07-03,Virginia,VA,51530
Charlottesville,230,17,6,2020-07-03,Virginia,VA,51540
Chesapeake,1003,147,21,2020-07-03,Virginia,VA,51550
Colonial Heights,145,15,18,2020-07-03,Virginia,VA,51570
Covington,5,0,0,2020-07-03,Virginia,VA,51580
Danville,93,19,2,2020-07-03,Virginia,VA,51590
Emporia,141,22,15,2020-07-03,Virginia,VA,51595
Fairfax City,71,6,7,2020-07-03,Virginia,VA,51600
Falls Church,54,11,8,2020-07-03,Virginia,VA,51610
Franklin City,53,4,2,2020-07-03,Virginia,VA,51620
Fredericksburg,255,26,0,2020-07-03,Virginia,VA,51630
Galax,265,30,15,2020-07-03,Virginia,VA,51640
Hampton,360,41,5,2020-07-03,Virginia,VA,51650
Harrisonburg,963,72,27,2020-07-03,Virginia,VA,51660
Hopewell,185,19,2,2020-07-03,Virginia,VA,51670
Lexington,13,0,0,2020-07-03,Virginia,VA,51678
Lynchburg,162,6,1,2020-07-03,Virginia,VA,51680
Manassas City,1435,104,18,2020-07-03,Virginia,VA,51683
Manassas Park,435,46,6,2020-07-03,Virginia,VA,51685
Martinsville,82,12,1,2020-07-03,Virginia,VA,51690
Newport News,568,45,10,2020-07-03,Virginia,VA,51700
Norfolk,1067,113,12,2020-07-03,Virginia,VA,51710
Norton,4,2,0,2020-07-03,Virginia,VA,51720
Petersburg,271,43,5,2020-07-03,Virginia,VA,51730
Poquoson,19,2,0,2020-07-03,Virginia,VA,51735
Portsmouth,539,73,18,2020-07-03,Virginia,VA,51740
Radford,14,1,0,2020-07-03,Virginia,VA,51750
Richmond City,2262,226,29,2020-07-03,Virginia,VA,51760
Roanoke City,476,14,10,2020-07-03,Virginia,VA,51770
Salem,78,3,3,2020-07-03,Virginia,VA,51775
Staunton,77,7,0,2020-07-03,Virginia,VA,51790
Suffolk,443,61,37,2020-07-03,Virginia,VA,51800
Virginia Beach,1300,123,30,2020-07-03,Virginia,VA,51810
Waynesboro,91,7,0,2020-07-03,Virginia,VA,51820
Williamsburg,64,12,6,2020-07-03,Virginia,VA,51830
Winchester,332,24,3,2020-07-03,Virginia,VA,51840
Accomack,1042,72,14,2020-07-01,Virginia,VA,51001
Albemarle,412,33,9,2020-07-01,Virginia,VA,51003
Alleghany,33,5,2,2020-07-01,Virginia,VA,51005
Amelia,44,11,1,2020-07-01,Virginia,VA,51007
Amherst,36,3,0,2020-07-01,Virginia,VA,51009
Appomattox,41,2,0,2020-07-01,Virginia,VA,51011
Arlington,2496,421,132,2020-07-01,Virginia,VA,51013
Augusta,189,7,2,2020-07-01,Virginia,VA,51015
Bath,0,0,0,2020-07-01,Virginia,VA,51017
Bedford,125,2,3,2020-07-01,Virginia,VA,51019
Bland,2,0,0,2020-07-01,Virginia,VA,51021
Botetourt,125,12,4,2020-07-01,Virginia,VA,51023
Brunswick,107,15,1,2020-07-01,Virginia,VA,51025
Buchanan,31,0,0,2020-07-01,Virginia,VA,51027
Buckingham,560,20,4,2020-07-01,Virginia,VA,51029
Campbell,45,3,1,2020-07-01,Virginia,VA,51031
Caroline,128,16,4,2020-07-01,Virginia,VA,51033
Carroll,224,19,8,2020-07-01,Virginia,VA,51035
Charles City,39,14,3,2020-07-01,Virginia,VA,51036
Charlotte,32,4,0,2020-07-01,Virginia,VA,51037
Chesterfield,2939,128,53,2020-07-01,Virginia,VA,51041
Clarke,54,5,0,2020-07-01,Virginia,VA,51043
Craig,7,0,0,2020-07-01,Virginia,VA,51045
Culpeper,812,63,11,2020-07-01,Virginia,VA,51047
Cumberland,52,4,0,2020-07-01,Virginia,VA,51049
Dickenson,5,0,0,2020-07-01,Virginia,VA,51051
Dinwiddie,143,22,0,2020-07-01,Virginia,VA,51053
Essex,59,4,0,2020-07-01,Virginia,VA,51057
Fairfax,13886,1640,492,2020-07-01,Virginia,VA,51059
Fauquier,421,27,7,2020-07-01,Virginia,VA,51061
Floyd,18,2,1,2020-07-01,Virginia,VA,51063
Fluvanna,114,25,7,2020-07-01,Virginia,VA,51065
Franklin County,92,6,1,2020-07-01,Virginia,VA,51067
Frederick,512,39,6,2020-07-01,Virginia,VA,51069
Giles,17,1,0,2020-07-01,Virginia,VA,51071
Gloucester,49,9,1,2020-07-01,Virginia,VA,51073
Goochland,121,22,6,2020-07-01,Virginia,VA,51075
Grayson,87,6,2,2020-07-01,Virginia,VA,51077
Greene,67,7,1,2020-07-01,Virginia,VA,51079
Greensville,366,18,7,2020-07-01,Virginia,VA,51081
Halifax,57,3,1,2020-07-01,Virginia,VA,51083
Hanover,435,67,27,2020-07-01,Virginia,VA,51085
Henrico,2615,257,152,2020-07-01,Virginia,VA,51087
Henry,273,23,4,2020-07-01,Virginia,VA,51089
Highland,3,0,0,2020-07-01,Virginia,VA,51091
Isle of Wight,181,16,8,2020-07-01,Virginia,VA,51093
James City,268,58,15,2020-07-01,Virginia,VA,51095
King and Queen,24,4,1,2020-07-01,Virginia,VA,51097
King George,99,15,4,2020-07-01,Virginia,VA,51099
King William,42,4,0,2020-07-01,Virginia,VA,51101
Lancaster,11,1,0,2020-07-01,Virginia,VA,51103
Lee,12,1,0,2020-07-01,Virginia,VA,51105
Loudoun,4083,278,89,2020-07-01,Virginia,VA,51107
Louisa,119,15,1,2020-07-01,Virginia,VA,51109
Lunenburg,36,3,0,2020-07-01,Virginia,VA,51111
Madison,43,4,1,2020-07-01,Virginia,VA,51113
Mathews,6,2,0,2020-07-01,Virginia,VA,51115
Mecklenburg,246,31,28,2020-07-01,Virginia,VA,51117
Middlesex,15,1,0,2020-07-01,Virginia,VA,51119
Montgomery,149,11,2,2020-07-01,Virginia,VA,51121
Nelson,18,0,0,2020-07-01,Virginia,VA,51125
New Kent,57,7,1,2020-07-01,Virginia,VA,51127
Northampton,271,40,28,2020-07-01,Virginia,VA,51131
Northumberland,37,0,1,2020-07-01,Virginia,VA,51133
Nottoway,112,23,2,2020-07-01,Virginia,VA,51135
Orange,152,14,3,2020-07-01,Virginia,VA,51137
Page,278,29,23,2020-07-01,Virginia,VA,51139
Patrick,47,2,1,2020-07-01,Virginia,VA,51141
Pittsylvania,123,22,1,2020-07-01,Virginia,VA,51143
Powhatan,82,6,2,2020-07-01,Virginia,VA,51145
Prince Edward,194,24,5,2020-07-01,Virginia,VA,51147
Prince George,238,12,1,2020-07-01,Virginia,VA,51149
Prince William,7390,664,143,2020-07-01,Virginia,VA,51153
Pulaski,46,7,2,2020-07-01,Virginia,VA,51155
Rappahannock,20,1,0,2020-07-01,Virginia,VA,51157
Richmond County,298,12,4,2020-07-01,Virginia,VA,51159
Roanoke County,260,11,6,2020-07-01,Virginia,VA,51161
Rockbridge,32,0,0,2020-07-01,Virginia,VA,51163
Rockingham,730,78,11,2020-07-01,Virginia,VA,51165
Russell,13,2,0,2020-07-01,Virginia,VA,51167
Scott,10,2,2,2020-07-01,Virginia,VA,51169
Shenandoah,582,64,29,2020-07-01,Virginia,VA,51171
Smyth,40,5,1,2020-07-01,Virginia,VA,51173
Southampton,160,8,6,2020-07-01,Virginia,VA,51175
Spotsylvania,1001,77,31,2020-07-01,Virginia,VA,51177
Stafford,1000,92,5,2020-07-01,Virginia,VA,51179
Surry,16,4,1,2020-07-01,Virginia,VA,51181
Sussex,205,13,4,2020-07-01,Virginia,VA,51183
Tazewell,16,0,0,2020-07-01,Virginia,VA,51185
Warren,292,18,6,2020-07-01,Virginia,VA,51187
Washington,65,8,4,2020-07-01,Virginia,VA,51191
Westmoreland,108,12,2,2020-07-01,Virginia,VA,51193
Wise,28,12,2,2020-07-01,Virginia,VA,51195
Wythe,53,5,1,2020-07-01,Virginia,VA,51197
York,116,10,3,2020-07-01,Virginia,VA,51199
Alexandria,2327,237,57,2020-07-01,Virginia,VA,51510
Bristol,4,1,0,2020-07-01,Virginia,VA,51520
Buena Vista City,16,1,0,2020-07-01,Virginia,VA,51530
Charlottesville,218,17,5,2020-07-01,Virginia,VA,51540
Chesapeake,959,140,21,2020-07-01,Virginia,VA,51550
Colonial Heights,145,15,18,2020-07-01,Virginia,VA,51570
Covington,5,0,0,2020-07-01,Virginia,VA,51580
Danville,89,19,2,2020-07-01,Virginia,VA,51590
Emporia,140,21,14,2020-07-01,Virginia,VA,51595
Fairfax City,71,7,7,2020-07-01,Virginia,VA,51600
Falls Church,53,11,8,2020-07-01,Virginia,VA,51610
Franklin City,51,4,2,2020-07-01,Virginia,VA,51620
Fredericksburg,250,25,0,2020-07-01,Virginia,VA,51630
Galax,261,30,15,2020-07-01,Virginia,VA,51640
Hampton,339,41,5,2020-07-01,Virginia,VA,51650
Harrisonburg,941,72,26,2020-07-01,Virginia,VA,51660
Hopewell,182,19,2,2020-07-01,Virginia,VA,51670
Lexington,11,0,0,2020-07-01,Virginia,VA,51678
Lynchburg,146,6,1,2020-07-01,Virginia,VA,51680
Manassas City,1417,101,18,2020-07-01,Virginia,VA,51683
Manassas Park,431,46,6,2020-07-01,Virginia,VA,51685
Martinsville,80,12,1,2020-07-01,Virginia,VA,51690
Newport News,541,45,10,2020-07-01,Virginia,VA,51700
Norfolk,987,108,11,2020-07-01,Virginia,VA,51710
Norton,4,2,0,2020-07-01,Virginia,VA,51720
Petersburg,249,43,4,2020-07-01,Virginia,VA,51730
Poquoson,19,2,0,2020-07-01,Virginia,VA,51735
Portsmouth,513,71,18,2020-07-01,Virginia,VA,51740
Radford,13,1,0,2020-07-01,Virginia,VA,51750
Richmond City,2227,225,30,2020-07-01,Virginia,VA,51760
Roanoke City,436,14,10,2020-07-01,Virginia,VA,51770
Salem,70,3,3,2020-07-01,Virginia,VA,51775
Staunton,74,7,0,2020-07-01,Virginia,VA,51790
Suffolk,425,60,36,2020-07-01,Virginia,VA,51800
Virginia Beach,1225,121,30,2020-07-01,Virginia,VA,51810
Waynesboro,86,6,0,2020-07-01,Virginia,VA,51820
Williamsburg,61,12,6,2020-07-01,Virginia,VA,51830
Winchester,330,23,3,2020-07-01,Virginia,VA,51840
Accomack,1043,72,14,2020-06-30,Virginia,VA,51001
Albemarle,407,31,9,2020-06-30,Virginia,VA,51003
Alleghany,33,5,2,2020-06-30,Virginia,VA,51005
Amelia,44,11,1,2020-06-30,Virginia,VA,51007
Amherst,36,3,0,2020-06-30,Virginia,VA,51009
Appomattox,40,2,0,2020-06-30,Virginia,VA,51011
Arlington,2484,418,132,2020-06-30,Virginia,VA,51013
Augusta,184,7,2,2020-06-30,Virginia,VA,51015
Bath,0,0,0,2020-06-30,Virginia,VA,51017
Bedford,119,2,3,2020-06-30,Virginia,VA,51019
Bland,2,0,0,2020-06-30,Virginia,VA,51021
Botetourt,123,12,4,2020-06-30,Virginia,VA,51023
Brunswick,106,15,1,2020-06-30,Virginia,VA,51025
Buchanan,31,0,0,2020-06-30,Virginia,VA,51027
Buckingham,559,20,4,2020-06-30,Virginia,VA,51029
Campbell,45,3,1,2020-06-30,Virginia,VA,51031
Caroline,125,16,4,2020-06-30,Virginia,VA,51033
Carroll,221,19,8,2020-06-30,Virginia,VA,51035
Charles City,39,14,3,2020-06-30,Virginia,VA,51036
Charlotte,32,4,0,2020-06-30,Virginia,VA,51037
Chesterfield,2914,119,53,2020-06-30,Virginia,VA,51041
Clarke,51,4,0,2020-06-30,Virginia,VA,51043
Craig,7,0,0,2020-06-30,Virginia,VA,51045
Culpeper,811,63,10,2020-06-30,Virginia,VA,51047
Cumberland,52,4,0,2020-06-30,Virginia,VA,51049
Dickenson,4,0,0,2020-06-30,Virginia,VA,51051
Dinwiddie,142,22,0,2020-06-30,Virginia,VA,51053
Essex,59,4,0,2020-06-30,Virginia,VA,51057
Fairfax,13864,1622,488,2020-06-30,Virginia,VA,51059
Fauquier,420,27,7,2020-06-30,Virginia,VA,51061
Floyd,18,2,1,2020-06-30,Virginia,VA,51063
Fluvanna,112,25,7,2020-06-30,Virginia,VA,51065
Franklin County,91,6,1,2020-06-30,Virginia,VA,51067
Frederick,505,37,6,2020-06-30,Virginia,VA,51069
Giles,15,1,0,2020-06-30,Virginia,VA,51071
Gloucester,49,9,1,2020-06-30,Virginia,VA,51073
Goochland,120,22,6,2020-06-30,Virginia,VA,51075
Grayson,86,6,2,2020-06-30,Virginia,VA,51077
Greene,66,7,1,2020-06-30,Virginia,VA,51079
Greensville,361,18,7,2020-06-30,Virginia,VA,51081
Halifax,54,3,1,2020-06-30,Virginia,VA,51083
Hanover,429,66,27,2020-06-30,Virginia,VA,51085
Henrico,2603,257,146,2020-06-30,Virginia,VA,51087
Henry,264,23,4,2020-06-30,Virginia,VA,51089
Highland,3,0,0,2020-06-30,Virginia,VA,51091
Isle of Wight,181,16,8,2020-06-30,Virginia,VA,51093
James City,265,58,15,2020-06-30,Virginia,VA,51095
King and Queen,23,4,1,2020-06-30,Virginia,VA,51097
King George,97,15,4,2020-06-30,Virginia,VA,51099
King William,42,4,0,2020-06-30,Virginia,VA,51101
Lancaster,11,1,0,2020-06-30,Virginia,VA,51103
Lee,11,1,0,2020-06-30,Virginia,VA,51105
Loudoun,4047,279,87,2020-06-30,Virginia,VA,51107
Louisa,119,14,1,2020-06-30,Virginia,VA,51109
Lunenburg,34,3,0,2020-06-30,Virginia,VA,51111
Madison,43,4,1,2020-06-30,Virginia,VA,51113
Mathews,6,2,0,2020-06-30,Virginia,VA,51115
Mecklenburg,242,31,26,2020-06-30,Virginia,VA,51117
Middlesex,15,1,0,2020-06-30,Virginia,VA,51119
Montgomery,147,11,2,2020-06-30,Virginia,VA,51121
Nelson,18,0,0,2020-06-30,Virginia,VA,51125
New Kent,57,7,1,2020-06-30,Virginia,VA,51127
Northampton,269,40,28,2020-06-30,Virginia,VA,51131
Northumberland,37,0,1,2020-06-30,Virginia,VA,51133
Nottoway,111,22,2,2020-06-30,Virginia,VA,51135
Orange,150,14,3,2020-06-30,Virginia,VA,51137
Page,275,29,24,2020-06-30,Virginia,VA,51139
Patrick,47,2,1,2020-06-30,Virginia,VA,51141
Pittsylvania,122,22,1,2020-06-30,Virginia,VA,51143
Powhatan,82,4,2,2020-06-30,Virginia,VA,51145
Prince Edward,191,23,4,2020-06-30,Virginia,VA,51147
Prince George,239,12,1,2020-06-30,Virginia,VA,51149
Prince William,7331,659,144,2020-06-30,Virginia,VA,51153
Pulaski,46,7,2,2020-06-30,Virginia,VA,51155
Rappahannock,20,1,0,2020-06-30,Virginia,VA,51157
Richmond County,298,12,4,2020-06-30,Virginia,VA,51159
Roanoke County,253,11,6,2020-06-30,Virginia,VA,51161
Rockbridge,31,0,0,2020-06-30,Virginia,VA,51163
Rockingham,720,73,11,2020-06-30,Virginia,VA,51165
Russell,12,2,0,2020-06-30,Virginia,VA,51167
Scott,10,2,2,2020-06-30,Virginia,VA,51169
Shenandoah,567,63,29,2020-06-30,Virginia,VA,51171
Smyth,39,5,1,2020-06-30,Virginia,VA,51173
Southampton,157,8,5,2020-06-30,Virginia,VA,51175
Spotsylvania,994,76,30,2020-06-30,Virginia,VA,51177
Stafford,990,92,5,2020-06-30,Virginia,VA,51179
Surry,16,4,1,2020-06-30,Virginia,VA,51181
Sussex,200,13,3,2020-06-30,Virginia,VA,51183
Tazewell,15,0,0,2020-06-30,Virginia,VA,51185
Warren,290,19,5,2020-06-30,Virginia,VA,51187
Washington,64,8,4,2020-06-30,Virginia,VA,51191
Westmoreland,108,12,2,2020-06-30,Virginia,VA,51193
Wise,28,12,2,2020-06-30,Virginia,VA,51195
Wythe,53,5,1,2020-06-30,Virginia,VA,51197
York,115,10,3,2020-06-30,Virginia,VA,51199
Alexandria,2325,237,57,2020-06-30,Virginia,VA,51510
Bristol,4,1,0,2020-06-30,Virginia,VA,51520
Buena Vista City,16,1,0,2020-06-30,Virginia,VA,51530
Charlottesville,216,17,4,2020-06-30,Virginia,VA,51540
Chesapeake,925,137,20,2020-06-30,Virginia,VA,51550
Colonial Heights,144,15,17,2020-06-30,Virginia,VA,51570
Covington,5,0,0,2020-06-30,Virginia,VA,51580
Danville,87,19,2,2020-06-30,Virginia,VA,51590
Emporia,137,21,14,2020-06-30,Virginia,VA,51595
Fairfax City,70,7,7,2020-06-30,Virginia,VA,51600
Falls Church,52,11,8,2020-06-30,Virginia,VA,51610
Franklin City,52,4,2,2020-06-30,Virginia,VA,51620
Fredericksburg,249,24,0,2020-06-30,Virginia,VA,51630
Galax,256,30,14,2020-06-30,Virginia,VA,51640
Hampton,336,41,5,2020-06-30,Virginia,VA,51650
Harrisonburg,937,71,24,2020-06-30,Virginia,VA,51660
Hopewell,176,19,2,2020-06-30,Virginia,VA,51670
Lexington,10,0,0,2020-06-30,Virginia,VA,51678
Lynchburg,145,6,1,2020-06-30,Virginia,VA,51680
Manassas City,1414,98,18,2020-06-30,Virginia,VA,51683
Manassas Park,430,46,6,2020-06-30,Virginia,VA,51685
Martinsville,78,10,1,2020-06-30,Virginia,VA,51690
Newport News,535,44,10,2020-06-30,Virginia,VA,51700
Norfolk,934,107,10,2020-06-30,Virginia,VA,51710
Norton,4,2,0,2020-06-30,Virginia,VA,51720
Petersburg,239,43,4,2020-06-30,Virginia,VA,51730
Poquoson,19,2,0,2020-06-30,Virginia,VA,51735
Portsmouth,497,69,16,2020-06-30,Virginia,VA,51740
Radford,12,1,0,2020-06-30,Virginia,VA,51750
Richmond City,2213,222,29,2020-06-30,Virginia,VA,51760
Roanoke City,438,14,10,2020-06-30,Virginia,VA,51770
Salem,69,3,3,2020-06-30,Virginia,VA,51775
Staunton,74,7,0,2020-06-30,Virginia,VA,51790
Suffolk,420,59,35,2020-06-30,Virginia,VA,51800
Virginia Beach,1203,119,29,2020-06-30,Virginia,VA,51810
Waynesboro,84,6,0,2020-06-30,Virginia,VA,51820
Williamsburg,61,12,6,2020-06-30,Virginia,VA,51830
Winchester,326,23,3,2020-06-30,Virginia,VA,51840
Accomack,1042,71,14,2020-06-29,Virginia,VA,51001
Albemarle,401,28,8,2020-06-29,Virginia,VA,51003
Alleghany,31,5,2,2020-06-29,Virginia,VA,51005
Amelia,44,11,1,2020-06-29,Virginia,VA,51007
Amherst,36,3,0,2020-06-29,Virginia,VA,51009
Appomattox,40,2,0,2020-06-29,Virginia,VA,51011
Arlington,2479,418,132,2020-06-29,Virginia,VA,51013
Augusta,185,7,2,2020-06-29,Virginia,VA,51015
Bath,0,0,0,2020-06-29,Virginia,VA,51017
Bedford,118,2,3,2020-06-29,Virginia,VA,51019
Bland,2,0,0,2020-06-29,Virginia,VA,51021
Botetourt,121,12,4,2020-06-29,Virginia,VA,51023
Brunswick,103,15,1,2020-06-29,Virginia,VA,51025
Buchanan,31,0,0,2020-06-29,Virginia,VA,51027
Buckingham,556,20,4,2020-06-29,Virginia,VA,51029
Campbell,45,3,1,2020-06-29,Virginia,VA,51031
Caroline,128,16,4,2020-06-29,Virginia,VA,51033
Carroll,214,18,8,2020-06-29,Virginia,VA,51035
Charles City,39,14,3,2020-06-29,Virginia,VA,51036
Charlotte,31,4,0,2020-06-29,Virginia,VA,51037
Chesterfield,2897,116,50,2020-06-29,Virginia,VA,51041
Clarke,49,4,0,2020-06-29,Virginia,VA,51043
Craig,7,0,0,2020-06-29,Virginia,VA,51045
Culpeper,808,62,10,2020-06-29,Virginia,VA,51047
Cumberland,51,4,0,2020-06-29,Virginia,VA,51049
Dickenson,4,0,0,2020-06-29,Virginia,VA,51051
Dinwiddie,142,19,0,2020-06-29,Virginia,VA,51053
Essex,58,4,0,2020-06-29,Virginia,VA,51057
Fairfax,13850,1613,488,2020-06-29,Virginia,VA,51059
Fauquier,420,27,6,2020-06-29,Virginia,VA,51061
Floyd,17,2,1,2020-06-29,Virginia,VA,51063
Fluvanna,110,25,7,2020-06-29,Virginia,VA,51065
Franklin County,88,5,1,2020-06-29,Virginia,VA,51067
Frederick,493,37,6,2020-06-29,Virginia,VA,51069
Giles,15,1,0,2020-06-29,Virginia,VA,51071
Gloucester,49,9,1,2020-06-29,Virginia,VA,51073
Goochland,119,22,6,2020-06-29,Virginia,VA,51075
Grayson,84,6,2,2020-06-29,Virginia,VA,51077
Greene,67,7,1,2020-06-29,Virginia,VA,51079
Greensville,359,18,7,2020-06-29,Virginia,VA,51081
Halifax,53,3,1,2020-06-29,Virginia,VA,51083
Hanover,429,64,26,2020-06-29,Virginia,VA,51085
Henrico,2591,254,141,2020-06-29,Virginia,VA,51087
Henry,260,23,4,2020-06-29,Virginia,VA,51089
Highland,3,0,0,2020-06-29,Virginia,VA,51091
Isle of Wight,179,16,8,2020-06-29,Virginia,VA,51093
James City,263,58,15,2020-06-29,Virginia,VA,51095
King and Queen,23,4,1,2020-06-29,Virginia,VA,51097
King George,97,15,4,2020-06-29,Virginia,VA,51099
King William,42,4,0,2020-06-29,Virginia,VA,51101
Lancaster,11,1,0,2020-06-29,Virginia,VA,51103
Lee,11,1,0,2020-06-29,Virginia,VA,51105
Loudoun,4000,275,87,2020-06-29,Virginia,VA,51107
Louisa,118,11,1,2020-06-29,Virginia,VA,51109
Lunenburg,31,3,0,2020-06-29,Virginia,VA,51111
Madison,43,4,1,2020-06-29,Virginia,VA,51113
Mathews,6,2,0,2020-06-29,Virginia,VA,51115
Mecklenburg,240,30,26,2020-06-29,Virginia,VA,51117
Middlesex,15,1,0,2020-06-29,Virginia,VA,51119
Montgomery,145,11,2,2020-06-29,Virginia,VA,51121
Nelson,18,0,0,2020-06-29,Virginia,VA,51125
New Kent,57,7,1,2020-06-29,Virginia,VA,51127
Northampton,269,40,28,2020-06-29,Virginia,VA,51131
Northumberland,37,0,1,2020-06-29,Virginia,VA,51133
Nottoway,111,22,2,2020-06-29,Virginia,VA,51135
Orange,149,14,3,2020-06-29,Virginia,VA,51137
Page,269,29,24,2020-06-29,Virginia,VA,51139
Patrick,46,2,1,2020-06-29,Virginia,VA,51141
Pittsylvania,122,22,1,2020-06-29,Virginia,VA,51143
Powhatan,82,4,2,2020-06-29,Virginia,VA,51145
Prince Edward,187,22,3,2020-06-29,Virginia,VA,51147
Prince George,238,12,1,2020-06-29,Virginia,VA,51149
Prince William,7285,656,144,2020-06-29,Virginia,VA,51153
Pulaski,45,7,2,2020-06-29,Virginia,VA,51155
Rappahannock,20,1,0,2020-06-29,Virginia,VA,51157
Richmond County,298,13,4,2020-06-29,Virginia,VA,51159
Roanoke County,254,11,6,2020-06-29,Virginia,VA,51161
Rockbridge,30,0,0,2020-06-29,Virginia,VA,51163
Rockingham,720,73,10,2020-06-29,Virginia,VA,51165
Russell,12,2,0,2020-06-29,Virginia,VA,51167
Scott,10,2,2,2020-06-29,Virginia,VA,51169
Shenandoah,562,62,29,2020-06-29,Virginia,VA,51171
Smyth,36,5,1,2020-06-29,Virginia,VA,51173
Southampton,156,7,4,2020-06-29,Virginia,VA,51175
Spotsylvania,993,74,29,2020-06-29,Virginia,VA,51177
Stafford,988,92,5,2020-06-29,Virginia,VA,51179
Surry,15,4,1,2020-06-29,Virginia,VA,51181
Sussex,194,13,2,2020-06-29,Virginia,VA,51183
Tazewell,15,0,0,2020-06-29,Virginia,VA,51185
Warren,284,19,5,2020-06-29,Virginia,VA,51187
Washington,64,8,4,2020-06-29,Virginia,VA,51191
Westmoreland,108,12,2,2020-06-29,Virginia,VA,51193
Wise,28,12,2,2020-06-29,Virginia,VA,51195
Wythe,50,4,1,2020-06-29,Virginia,VA,51197
York,115,10,3,2020-06-29,Virginia,VA,51199
Alexandria,2325,238,57,2020-06-29,Virginia,VA,51510
Bristol,4,1,0,2020-06-29,Virginia,VA,51520
Buena Vista City,15,1,0,2020-06-29,Virginia,VA,51530
Charlottesville,212,17,3,2020-06-29,Virginia,VA,51540
Chesapeake,895,130,20,2020-06-29,Virginia,VA,51550
Colonial Heights,143,15,17,2020-06-29,Virginia,VA,51570
Covington,5,0,0,2020-06-29,Virginia,VA,51580
Danville,86,19,2,2020-06-29,Virginia,VA,51590
Emporia,136,20,14,2020-06-29,Virginia,VA,51595
Fairfax City,70,7,7,2020-06-29,Virginia,VA,51600
Falls Church,56,11,8,2020-06-29,Virginia,VA,51610
Franklin City,51,3,2,2020-06-29,Virginia,VA,51620
Fredericksburg,246,24,0,2020-06-29,Virginia,VA,51630
Galax,253,30,13,2020-06-29,Virginia,VA,51640
Hampton,328,41,5,2020-06-29,Virginia,VA,51650
Harrisonburg,939,71,24,2020-06-29,Virginia,VA,51660
Hopewell,174,19,2,2020-06-29,Virginia,VA,51670
Lexington,10,0,0,2020-06-29,Virginia,VA,51678
Lynchburg,147,6,1,2020-06-29,Virginia,VA,51680
Manassas City,1397,97,16,2020-06-29,Virginia,VA,51683
Manassas Park,431,46,6,2020-06-29,Virginia,VA,51685
Martinsville,78,10,1,2020-06-29,Virginia,VA,51690
Newport News,523,44,10,2020-06-29,Virginia,VA,51700
Norfolk,915,105,9,2020-06-29,Virginia,VA,51710
Norton,4,2,0,2020-06-29,Virginia,VA,51720
Petersburg,234,43,3,2020-06-29,Virginia,VA,51730
Poquoson,19,2,0,2020-06-29,Virginia,VA,51735
Portsmouth,482,68,16,2020-06-29,Virginia,VA,51740
Radford,11,1,0,2020-06-29,Virginia,VA,51750
Richmond City,2209,220,30,2020-06-29,Virginia,VA,51760
Roanoke City,439,14,9,2020-06-29,Virginia,VA,51770
Salem,68,3,3,2020-06-29,Virginia,VA,51775
Staunton,73,8,0,2020-06-29,Virginia,VA,51790
Suffolk,414,57,34,2020-06-29,Virginia,VA,51800
Virginia Beach,1176,118,29,2020-06-29,Virginia,VA,51810
Waynesboro,82,6,0,2020-06-29,Virginia,VA,51820
Williamsburg,60,12,6,2020-06-29,Virginia,VA,51830
Winchester,317,23,3,2020-06-29,Virginia,VA,51840
Accomack,1039,71,14,2020-06-28,Virginia,VA,51001
Albemarle,394,28,8,2020-06-28,Virginia,VA,51003
Alleghany,31,5,2,2020-06-28,Virginia,VA,51005
Amelia,44,11,1,2020-06-28,Virginia,VA,51007
Amherst,35,3,0,2020-06-28,Virginia,VA,51009
Appomattox,39,2,0,2020-06-28,Virginia,VA,51011
Arlington,2466,418,132,2020-06-28,Virginia,VA,51013
Augusta,183,7,2,2020-06-28,Virginia,VA,51015
Bath,0,0,0,2020-06-28,Virginia,VA,51017
Bedford,114,2,3,2020-06-28,Virginia,VA,51019
Bland,2,0,0,2020-06-28,Virginia,VA,51021
