County,Cases,Hospitalizations,Deaths,Date,State,Abbr,FIPS,Recovered,Tests
Manassas,0,0,0,2020-03-20,Virginia,VA,51683,NA,NA
Manassas Park,0,0,0,2020-03-20,Virginia,VA,51685,NA,NA
District of Columbia,71,NA,NA,2020-03-19,District of Columbia,DC,11001,NA,NA
Arlington,17,2,0,2020-03-19,Virginia,VA,51013,NA,NA
Clarke,0,0,0,2020-03-19,Virginia,VA,51043,NA,NA
Culpeper,0,0,0,2020-03-19,Virginia,VA,51047,NA,NA
Fairfax,16,1,0,2020-03-19,Virginia,VA,51059,NA,NA
Fauquier,0,0,0,2020-03-19,Virginia,VA,51061,NA,NA
Loudoun,9,2,0,2020-03-19,Virginia,VA,51107,NA,NA
Prince William,12,4,0,2020-03-19,Virginia,VA,51153,NA,NA
Rappahannock,0,0,0,2020-03-19,Virginia,VA,51157,NA,NA
Spotsylvania,1,0,0,2020-03-19,Virginia,VA,51177,NA,NA
Stafford,2,0,0,2020-03-19,Virginia,VA,51179,NA,NA
Warren,0,0,0,2020-03-19,Virginia,VA,51187,NA,NA
Alexandria City,3,0,0,2020-03-19,Virginia,VA,51510,NA,NA
Fairfax City,0,0,0,2020-03-19,Virginia,VA,51600,NA,NA
Falls Church,0,0,0,2020-03-19,Virginia,VA,51610,NA,NA
Fredericksburg,0,0,0,2020-03-19,Virginia,VA,51630,NA,NA
Manassas,0,0,0,2020-03-19,Virginia,VA,51683,NA,NA
Manassas Park,0,0,0,2020-03-19,Virginia,VA,51685,NA,NA
District of Columbia,39,NA,NA,2020-03-18,District of Columbia,DC,11001,NA,NA
Arlington,17,1,0,2020-03-18,Virginia,VA,51013,NA,NA
Clarke,0,0,0,2020-03-18,Virginia,VA,51043,NA,NA
Culpeper,0,0,0,2020-03-18,Virginia,VA,51047,NA,NA
Fairfax,16,3,0,2020-03-18,Virginia,VA,51059,NA,NA
Fauquier,0,0,0,2020-03-18,Virginia,VA,51061,NA,NA
Loudoun,5,2,0,2020-03-18,Virginia,VA,51107,NA,NA
Prince William,11,1,0,2020-03-18,Virginia,VA,51153,NA,NA
Rappahannock,0,0,0,2020-03-18,Virginia,VA,51157,NA,NA
Spotsylvania,1,0,0,2020-03-18,Virginia,VA,51177,NA,NA
Stafford,2,1,0,2020-03-18,Virginia,VA,51179,NA,NA
Warren,0,0,0,2020-03-18,Virginia,VA,51187,NA,NA
Alexandria City,4,0,0,2020-03-18,Virginia,VA,51510,NA,NA
Fairfax City,0,0,0,2020-03-18,Virginia,VA,51600,NA,NA
Falls Church,0,0,0,2020-03-18,Virginia,VA,51610,NA,NA
Fredericksburg,0,0,0,2020-03-18,Virginia,VA,51630,NA,NA
Manassas,0,0,0,2020-03-18,Virginia,VA,51683,NA,NA
Manassas Park,0,0,0,2020-03-18,Virginia,VA,51685,NA,NA
District of Columbia,31,NA,NA,2020-03-17,District of Columbia,DC,11001,NA,NA
Arlington,14,1,0,2020-03-17,Virginia,VA,51013,NA,NA
Clarke,0,0,0,2020-03-17,Virginia,VA,51043,NA,NA
Culpeper,0,0,0,2020-03-17,Virginia,VA,51047,NA,NA
Fairfax,14,3,0,2020-03-17,Virginia,VA,51059,NA,NA
Fauquier,0,0,0,2020-03-17,Virginia,VA,51061,NA,NA
Loudoun,5,2,0,2020-03-17,Virginia,VA,51107,NA,NA
Prince William,4,1,0,2020-03-17,Virginia,VA,51153,NA,NA
Rappahannock,0,0,0,2020-03-17,Virginia,VA,51157,NA,NA
Spotsylvania,1,0,0,2020-03-17,Virginia,VA,51177,NA,NA
Stafford,2,1,0,2020-03-17,Virginia,VA,51179,NA,NA
Warren,0,0,0,2020-03-17,Virginia,VA,51187,NA,NA
Alexandria City,2,0,0,2020-03-17,Virginia,VA,51510,NA,NA
Fairfax City,0,0,0,2020-03-17,Virginia,VA,51600,NA,NA
Falls Church,0,0,0,2020-03-17,Virginia,VA,51610,NA,NA
Fredericksburg,0,0,0,2020-03-17,Virginia,VA,51630,NA,NA
Manassas,0,0,0,2020-03-17,Virginia,VA,51683,NA,NA
Manassas Park,0,0,0,2020-03-17,Virginia,VA,51685,NA,NA
District of Columbia,22,NA,NA,2020-03-16,District of Columbia,DC,11001,NA,NA
Arlington,13,1,0,2020-03-16,Virginia,VA,51013,NA,NA
Clarke,0,0,0,2020-03-16,Virginia,VA,51043,NA,NA
Culpeper,0,0,0,2020-03-16,Virginia,VA,51047,NA,NA
Fairfax,12,3,0,2020-03-16,Virginia,VA,51059,NA,NA
Fauquier,0,0,0,2020-03-16,Virginia,VA,51061,NA,NA
Loudoun,5,2,0,2020-03-16,Virginia,VA,51107,NA,NA
Prince William,4,1,0,2020-03-16,Virginia,VA,51153,NA,NA
Rappahannock,0,0,0,2020-03-16,Virginia,VA,51157,NA,NA
Spotsylvania,1,0,0,2020-03-16,Virginia,VA,51177,NA,NA
Stafford,1,1,0,2020-03-16,Virginia,VA,51179,NA,NA
Warren,0,0,0,2020-03-16,Virginia,VA,51187,NA,NA
Alexandria City,2,0,0,2020-03-16,Virginia,VA,51510,NA,NA
Fairfax City,0,0,0,2020-03-16,Virginia,VA,51600,NA,NA
Falls Church,0,0,0,2020-03-16,Virginia,VA,51610,NA,NA
Fredericksburg,0,0,0,2020-03-16,Virginia,VA,51630,NA,NA
Manassas,0,0,0,2020-03-16,Virginia,VA,51683,NA,NA
Manassas Park,0,0,0,2020-03-16,Virginia,VA,51685,NA,NA
District of Columbia,17,NA,NA,2020-03-15,District of Columbia,DC,11001,NA,NA
District of Columbia,16,NA,NA,2020-03-14,District of Columbia,DC,11001,NA,NA
District of Columbia,10,NA,NA,2020-03-13,District of Columbia,DC,11001,NA,NA
District of Columbia,10,NA,NA,2020-03-11,District of Columbia,DC,11001,NA,NA
District of Columbia,4,NA,NA,2020-03-09,District of Columbia,DC,11001,NA,NA
District of Columbia,2,NA,NA,2020-03-07,District of Columbia,DC,11001,NA,NA
