Report Date,FIPS,Locality,VDH Health District,Total Cases,Hospitalizations,Deaths
7/14/2020,51179,Stafford,Rappahannock,1075,106,6
7/14/2020,51181,Surry,Crater,21,4,1
7/14/2020,51183,Sussex,Crater,216,15,7
7/14/2020,51185,Tazewell,Cumberland Plateau,33,0,0
7/14/2020,51187,Warren,Lord Fairfax,314,20,8
7/14/2020,51191,Washington,Mount Rogers,89,12,4
7/14/2020,51193,Westmoreland,Three Rivers,185,14,2
7/14/2020,51195,Wise,Lenowisco,47,13,2
7/14/2020,51197,Wythe,Mount Rogers,59,6,1
7/14/2020,51199,York,Peninsula,176,10,3
7/14/2020,51510,Alexandria,Alexandria,2465,250,57
7/14/2020,51520,Bristol,Mount Rogers,14,1,0
7/14/2020,51530,Buena Vista City,Central Shenandoah,22,2,0
7/14/2020,51540,Charlottesville,Thomas Jefferson,310,18,7
7/14/2020,51550,Chesapeake,Chesapeake,1379,159,23
7/14/2020,51570,Colonial Heights,Chesterfield,161,19,20
7/14/2020,51580,Covington,Alleghany,5,0,0
7/14/2020,51590,Danville,Pittsylvania-Danville,138,23,2
7/14/2020,51595,Emporia,Crater,146,23,15
7/14/2020,51600,Fairfax City,Fairfax,74,6,7
7/14/2020,51610,Falls Church,Fairfax,53,10,7
7/14/2020,51620,Franklin City,Western Tidewater,78,5,3
7/14/2020,51630,Fredericksburg,Rappahannock,287,28,0
7/14/2020,51640,Galax,Mount Rogers,290,30,16
7/14/2020,51650,Hampton,Hampton,568,42,4
7/14/2020,51660,Harrisonburg,Central Shenandoah,992,73,28
7/14/2020,51670,Hopewell,Crater,210,21,5
7/14/2020,51678,Lexington,Central Shenandoah,19,1,0
7/14/2020,51680,Lynchburg,Central Virginia,193,6,1
7/14/2020,51683,Manassas City,Prince William,1494,107,19
7/14/2020,51685,Manassas Park,Prince William,461,47,6
7/14/2020,51690,Martinsville,West Piedmont,117,15,1
7/14/2020,51700,Newport News,Peninsula,856,49,10
7/14/2020,51710,Norfolk,Norfolk,1606,132,16
7/14/2020,51720,Norton,Lenowisco,4,2,0
7/14/2020,51730,Petersburg,Crater,338,50,8
7/14/2020,51735,Poquoson,Peninsula,23,2,0
7/14/2020,51740,Portsmouth,Portsmouth,761,88,19
7/14/2020,51750,Radford,New River,18,1,0
7/14/2020,51760,Richmond City,Richmond,2457,240,36
7/14/2020,51770,Roanoke City,Roanoke,611,15,10
7/14/2020,51775,Salem,Alleghany,101,3,3
7/14/2020,51790,Staunton,Central Shenandoah,99,8,0
7/14/2020,51800,Suffolk,Western Tidewater,612,68,42
7/14/2020,51810,Virginia Beach,Virginia Beach,1993,140,32
7/14/2020,51820,Waynesboro,Central Shenandoah,126,7,0
7/14/2020,51830,Williamsburg,Peninsula,85,12,6
7/14/2020,51840,Winchester,Lord Fairfax,357,25,3
7/13/2020,51001,Accomack,Eastern Shore,1041,72,14
7/13/2020,51003,Albemarle,Thomas Jefferson,563,38,10
7/13/2020,51005,Alleghany,Alleghany,52,5,2
7/13/2020,51007,Amelia,Piedmont,51,12,1
7/13/2020,51009,Amherst,Central Virginia,40,3,0
7/13/2020,51011,Appomattox,Central Virginia,48,2,0
7/13/2020,51013,Arlington,Arlington,2626,422,134
7/13/2020,51015,Augusta,Central Shenandoah,213,7,2
7/13/2020,51017,Bath,Central Shenandoah,1,0,0
7/13/2020,51019,Bedford,Central Virginia,167,2,4
7/13/2020,51021,Bland,Mount Rogers,3,0,0
7/13/2020,51023,Botetourt,Alleghany,156,12,4
7/13/2020,51025,Brunswick,Southside,138,21,1
7/13/2020,51027,Buchanan,Cumberland Plateau,42,1,0
7/13/2020,51029,Buckingham,Piedmont,577,21,6
7/13/2020,51031,Campbell,Central Virginia,66,3,1
7/13/2020,51033,Caroline,Rappahannock,142,17,4
7/13/2020,51035,Carroll,Mount Rogers,251,21,9
7/13/2020,51036,Charles City,Chickahominy,41,14,3
7/13/2020,51037,Charlotte,Piedmont,38,5,0
7/13/2020,51041,Chesterfield,Chesterfield,3216,147,62
7/13/2020,51043,Clarke,Lord Fairfax,61,7,0
7/13/2020,51045,Craig,Alleghany,9,0,0
7/13/2020,51047,Culpeper,Rappahannock Rapidan,857,67,12
7/13/2020,51049,Cumberland,Piedmont,61,4,0
7/13/2020,51051,Dickenson,Cumberland Plateau,6,0,0
7/13/2020,51053,Dinwiddie,Crater,156,23,2
7/13/2020,51057,Essex,Three Rivers,64,4,0
7/13/2020,51059,Fairfax,Fairfax,14556,1713,500
7/13/2020,51061,Fauquier,Rappahannock Rapidan,497,31,8
7/13/2020,51063,Floyd,New River,24,2,1
7/13/2020,51065,Fluvanna,Thomas Jefferson,138,28,8
7/13/2020,51067,Franklin County,West Piedmont,106,7,1
7/13/2020,51069,Frederick,Lord Fairfax,553,42,6
7/13/2020,51071,Giles,New River,18,1,0
7/13/2020,51073,Gloucester,Three Rivers,69,11,1
7/13/2020,51075,Goochland,Chickahominy,131,24,6
7/13/2020,51077,Grayson,Mount Rogers,92,6,4
7/13/2020,51079,Greene,Thomas Jefferson,87,7,2
7/13/2020,51081,Greensville,Crater,381,21,9
7/13/2020,51083,Halifax,Southside,87,5,1
7/13/2020,51085,Hanover,Chickahominy,483,70,31
7/13/2020,51087,Henrico,Henrico,2891,270,173
7/13/2020,51089,Henry,West Piedmont,350,31,5
7/13/2020,51091,Highland,Central Shenandoah,3,0,0
7/13/2020,51093,Isle of Wight,Western Tidewater,226,16,9
7/13/2020,51095,James City,Peninsula,361,58,16
7/13/2020,51097,King and Queen,Three Rivers,28,4,1
7/13/2020,51099,King George,Rappahannock,105,15,4
7/13/2020,51101,King William,Three Rivers,56,7,2
7/13/2020,51103,Lancaster,Three Rivers,16,1,0
7/13/2020,51105,Lee,Lenowisco,20,1,0
7/13/2020,51107,Loudoun,Loudoun,4431,289,99
7/13/2020,51109,Louisa,Thomas Jefferson,138,15,2
7/13/2020,51111,Lunenburg,Piedmont,41,4,0
7/13/2020,51113,Madison,Rappahannock Rapidan,48,4,1
7/13/2020,51115,Mathews,Three Rivers,7,2,0
7/13/2020,51117,Mecklenburg,Southside,262,31,29
7/13/2020,51119,Middlesex,Three Rivers,17,1,0
7/13/2020,51121,Montgomery,New River,197,12,3
7/13/2020,51125,Nelson,Thomas Jefferson,25,0,0
7/13/2020,51127,New Kent,Chickahominy,74,7,1
7/13/2020,51131,Northampton,Eastern Shore,274,41,28
7/13/2020,51133,Northumberland,Three Rivers,47,1,1
7/13/2020,51135,Nottoway,Piedmont,120,35,5
7/13/2020,51137,Orange,Rappahannock Rapidan,161,15,3
7/13/2020,51139,Page,Lord Fairfax,302,30,23
7/13/2020,51141,Patrick,West Piedmont,48,4,1
7/13/2020,51143,Pittsylvania,Pittsylvania-Danville,173,23,2
7/13/2020,51145,Powhatan,Chesterfield,92,8,2
7/13/2020,51147,Prince Edward,Piedmont,238,26,6
7/13/2020,51149,Prince George,Crater,265,12,2
7/13/2020,51153,Prince William,Prince William,7847,705,157
7/13/2020,51155,Pulaski,New River,53,7,2
7/13/2020,51157,Rappahannock,Rappahannock Rapidan,32,3,1
7/13/2020,51159,Richmond County,Three Rivers,312,14,6
7/13/2020,51161,Roanoke County,Alleghany,328,11,6
7/13/2020,51163,Rockbridge,Central Shenandoah,35,0,0
7/13/2020,51165,Rockingham,Central Shenandoah,795,82,12
7/13/2020,51167,Russell,Cumberland Plateau,23,4,0
7/13/2020,51169,Scott,Lenowisco,16,2,2
7/13/2020,51171,Shenandoah,Lord Fairfax,615,67,35
7/13/2020,51173,Smyth,Mount Rogers,45,5,1
7/13/2020,51175,Southampton,Western Tidewater,184,10,10
7/13/2020,51177,Spotsylvania,Rappahannock,1083,82,31
7/13/2020,51179,Stafford,Rappahannock,1065,106,6
7/13/2020,51181,Surry,Crater,19,4,1
7/13/2020,51183,Sussex,Crater,214,15,7
7/13/2020,51185,Tazewell,Cumberland Plateau,30,0,0
7/13/2020,51187,Warren,Lord Fairfax,313,19,8
7/13/2020,51191,Washington,Mount Rogers,88,11,4
7/13/2020,51193,Westmoreland,Three Rivers,183,14,2
7/13/2020,51195,Wise,Lenowisco,40,12,2
7/13/2020,51197,Wythe,Mount Rogers,59,6,1
7/13/2020,51199,York,Peninsula,168,10,3
7/13/2020,51510,Alexandria,Alexandria,2456,249,57
7/13/2020,51520,Bristol,Mount Rogers,13,1,0
7/13/2020,51530,Buena Vista City,Central Shenandoah,23,2,0
7/13/2020,51540,Charlottesville,Thomas Jefferson,285,18,7
7/13/2020,51550,Chesapeake,Chesapeake,1326,157,22
7/13/2020,51570,Colonial Heights,Chesterfield,158,19,20
7/13/2020,51580,Covington,Alleghany,5,0,0
7/13/2020,51590,Danville,Pittsylvania-Danville,138,23,2
7/13/2020,51595,Emporia,Crater,146,23,15
7/13/2020,51600,Fairfax City,Fairfax,73,6,7
7/13/2020,51610,Falls Church,Fairfax,53,10,7
7/13/2020,51620,Franklin City,Western Tidewater,77,5,3
7/13/2020,51630,Fredericksburg,Rappahannock,285,28,0
7/13/2020,51640,Galax,Mount Rogers,289,30,16
7/13/2020,51650,Hampton,Hampton,544,40,4
7/13/2020,51660,Harrisonburg,Central Shenandoah,988,73,28
7/13/2020,51670,Hopewell,Crater,209,21,5
7/13/2020,51678,Lexington,Central Shenandoah,19,1,0
7/13/2020,51680,Lynchburg,Central Virginia,194,6,1
7/13/2020,51683,Manassas City,Prince William,1493,107,19
7/13/2020,51685,Manassas Park,Prince William,462,47,6
7/13/2020,51690,Martinsville,West Piedmont,112,15,1
7/13/2020,51700,Newport News,Peninsula,815,49,10
7/13/2020,51710,Norfolk,Norfolk,1588,129,16
7/13/2020,51720,Norton,Lenowisco,4,2,0
7/13/2020,51730,Petersburg,Crater,335,49,8
7/13/2020,51735,Poquoson,Peninsula,22,2,0
7/13/2020,51740,Portsmouth,Portsmouth,714,86,19
7/13/2020,51750,Radford,New River,17,1,0
7/13/2020,51760,Richmond City,Richmond,2432,238,35
7/13/2020,51770,Roanoke City,Roanoke,588,15,10
7/13/2020,51775,Salem,Alleghany,96,3,3
7/13/2020,51790,Staunton,Central Shenandoah,98,8,0
7/13/2020,51800,Suffolk,Western Tidewater,573,68,42
7/13/2020,51810,Virginia Beach,Virginia Beach,1978,140,32
7/13/2020,51820,Waynesboro,Central Shenandoah,125,7,0
7/13/2020,51830,Williamsburg,Peninsula,82,12,6
7/13/2020,51840,Winchester,Lord Fairfax,356,25,3
7/12/2020,51001,Accomack,Eastern Shore,1042,72,14
7/12/2020,51003,Albemarle,Thomas Jefferson,552,37,10
7/12/2020,51005,Alleghany,Alleghany,52,5,2
7/12/2020,51007,Amelia,Piedmont,50,12,1
7/12/2020,51009,Amherst,Central Virginia,40,3,0
7/12/2020,51011,Appomattox,Central Virginia,47,2,0
7/12/2020,51013,Arlington,Arlington,2615,425,134
7/12/2020,51015,Augusta,Central Shenandoah,208,7,2
7/12/2020,51017,Bath,Central Shenandoah,1,0,0
7/12/2020,51019,Bedford,Central Virginia,162,2,4
7/12/2020,51021,Bland,Mount Rogers,3,0,0
7/12/2020,51023,Botetourt,Alleghany,155,12,4
7/12/2020,51025,Brunswick,Southside,130,21,1
7/12/2020,51027,Buchanan,Cumberland Plateau,39,1,0
7/12/2020,51029,Buckingham,Piedmont,577,21,6
7/12/2020,51031,Campbell,Central Virginia,65,3,1
7/12/2020,51033,Caroline,Rappahannock,140,17,4
7/12/2020,51035,Carroll,Mount Rogers,249,21,9
7/12/2020,51036,Charles City,Chickahominy,41,14,3
7/12/2020,51037,Charlotte,Piedmont,36,5,0
7/12/2020,51041,Chesterfield,Chesterfield,3189,147,62
7/12/2020,51043,Clarke,Lord Fairfax,60,6,0
7/12/2020,51045,Craig,Alleghany,9,0,0
7/12/2020,51047,Culpeper,Rappahannock Rapidan,853,66,12
7/12/2020,51049,Cumberland,Piedmont,59,4,0
7/12/2020,51051,Dickenson,Cumberland Plateau,6,0,0
7/12/2020,51053,Dinwiddie,Crater,156,23,2
7/12/2020,51057,Essex,Three Rivers,63,4,0
7/12/2020,51059,Fairfax,Fairfax,14482,1712,500
7/12/2020,51061,Fauquier,Rappahannock Rapidan,492,31,8
7/12/2020,51063,Floyd,New River,20,2,1
7/12/2020,51065,Fluvanna,Thomas Jefferson,134,28,8
7/12/2020,51067,Franklin County,West Piedmont,106,7,1
7/12/2020,51069,Frederick,Lord Fairfax,551,42,6
7/12/2020,51071,Giles,New River,18,1,0
7/12/2020,51073,Gloucester,Three Rivers,67,11,1
7/12/2020,51075,Goochland,Chickahominy,130,24,6
7/12/2020,51077,Grayson,Mount Rogers,92,6,4
7/12/2020,51079,Greene,Thomas Jefferson,84,7,2
7/12/2020,51081,Greensville,Crater,376,21,9
7/12/2020,51083,Halifax,Southside,83,5,1
7/12/2020,51085,Hanover,Chickahominy,476,70,31
7/12/2020,51087,Henrico,Henrico,2860,269,173
7/12/2020,51089,Henry,West Piedmont,350,31,5
7/12/2020,51091,Highland,Central Shenandoah,3,0,0
7/12/2020,51093,Isle of Wight,Western Tidewater,224,16,9
7/12/2020,51095,James City,Peninsula,341,58,16
7/12/2020,51097,King and Queen,Three Rivers,27,4,1
7/12/2020,51099,King George,Rappahannock,105,15,4
7/12/2020,51101,King William,Three Rivers,54,7,2
7/12/2020,51103,Lancaster,Three Rivers,13,1,0
7/12/2020,51105,Lee,Lenowisco,19,1,0
7/12/2020,51107,Loudoun,Loudoun,4407,289,99
7/12/2020,51109,Louisa,Thomas Jefferson,137,15,2
7/12/2020,51111,Lunenburg,Piedmont,41,4,0
7/12/2020,51113,Madison,Rappahannock Rapidan,47,4,1
7/12/2020,51115,Mathews,Three Rivers,7,2,0
7/12/2020,51117,Mecklenburg,Southside,257,31,29
7/12/2020,51119,Middlesex,Three Rivers,17,1,0
7/12/2020,51121,Montgomery,New River,191,12,3
7/12/2020,51125,Nelson,Thomas Jefferson,25,0,0
7/12/2020,51127,New Kent,Chickahominy,73,7,1
7/12/2020,51131,Northampton,Eastern Shore,274,41,28
7/12/2020,51133,Northumberland,Three Rivers,40,0,1
7/12/2020,51135,Nottoway,Piedmont,120,35,5
7/12/2020,51137,Orange,Rappahannock Rapidan,160,14,3
7/12/2020,51139,Page,Lord Fairfax,299,30,23
7/12/2020,51141,Patrick,West Piedmont,48,4,1
7/12/2020,51143,Pittsylvania,Pittsylvania-Danville,171,23,2
7/12/2020,51145,Powhatan,Chesterfield,92,8,2
7/12/2020,51147,Prince Edward,Piedmont,237,26,6
7/12/2020,51149,Prince George,Crater,262,12,2
7/12/2020,51153,Prince William,Prince William,7809,705,157
7/12/2020,51155,Pulaski,New River,51,7,2
7/12/2020,51157,Rappahannock,Rappahannock Rapidan,32,3,1
7/12/2020,51159,Richmond County,Three Rivers,311,14,6
7/12/2020,51161,Roanoke County,Alleghany,324,11,6
7/12/2020,51163,Rockbridge,Central Shenandoah,35,0,0
7/12/2020,51165,Rockingham,Central Shenandoah,782,81,12
7/12/2020,51167,Russell,Cumberland Plateau,23,4,0
7/12/2020,51169,Scott,Lenowisco,14,2,2
7/12/2020,51171,Shenandoah,Lord Fairfax,611,67,35
7/12/2020,51173,Smyth,Mount Rogers,43,5,1
7/12/2020,51175,Southampton,Western Tidewater,181,8,10
7/12/2020,51177,Spotsylvania,Rappahannock,1082,82,31
7/12/2020,51179,Stafford,Rappahannock,1060,104,6
7/12/2020,51181,Surry,Crater,18,4,1
7/12/2020,51183,Sussex,Crater,212,15,7
7/12/2020,51185,Tazewell,Cumberland Plateau,28,0,0
7/12/2020,51187,Warren,Lord Fairfax,312,19,8
7/12/2020,51191,Washington,Mount Rogers,87,10,4
7/12/2020,51193,Westmoreland,Three Rivers,183,14,2
7/12/2020,51195,Wise,Lenowisco,41,12,2
7/12/2020,51197,Wythe,Mount Rogers,59,6,1
7/12/2020,51199,York,Peninsula,160,10,3
7/12/2020,51510,Alexandria,Alexandria,2455,249,57
7/12/2020,51520,Bristol,Mount Rogers,13,1,0
7/12/2020,51530,Buena Vista City,Central Shenandoah,21,1,0
7/12/2020,51540,Charlottesville,Thomas Jefferson,276,17,7
7/12/2020,51550,Chesapeake,Chesapeake,1253,157,22
7/12/2020,51570,Colonial Heights,Chesterfield,157,19,20
7/12/2020,51580,Covington,Alleghany,5,0,0
7/12/2020,51590,Danville,Pittsylvania-Danville,135,23,2
7/12/2020,51595,Emporia,Crater,146,23,15
7/12/2020,51600,Fairfax City,Fairfax,72,6,7
7/12/2020,51610,Falls Church,Fairfax,53,10,7
7/12/2020,51620,Franklin City,Western Tidewater,75,5,3
7/12/2020,51630,Fredericksburg,Rappahannock,279,27,0
7/12/2020,51640,Galax,Mount Rogers,288,30,16
7/12/2020,51650,Hampton,Hampton,488,40,4
7/12/2020,51660,Harrisonburg,Central Shenandoah,979,73,28
7/12/2020,51670,Hopewell,Crater,201,20,5
7/12/2020,51678,Lexington,Central Shenandoah,17,1,0
7/12/2020,51680,Lynchburg,Central Virginia,191,6,1
7/12/2020,51683,Manassas City,Prince William,1485,107,19
7/12/2020,51685,Manassas Park,Prince William,458,47,6
7/12/2020,51690,Martinsville,West Piedmont,112,15,1
7/12/2020,51700,Newport News,Peninsula,719,47,10
7/12/2020,51710,Norfolk,Norfolk,1548,128,16
7/12/2020,51720,Norton,Lenowisco,4,2,0
7/12/2020,51730,Petersburg,Crater,332,48,8
7/12/2020,51735,Poquoson,Peninsula,20,2,0
7/12/2020,51740,Portsmouth,Portsmouth,686,86,19
7/12/2020,51750,Radford,New River,16,1,0
7/12/2020,51760,Richmond City,Richmond,2415,237,35
7/12/2020,51770,Roanoke City,Roanoke,582,15,10
7/12/2020,51775,Salem,Alleghany,95,3,3
7/12/2020,51790,Staunton,Central Shenandoah,95,8,0
7/12/2020,51800,Suffolk,Western Tidewater,554,67,42
7/12/2020,51810,Virginia Beach,Virginia Beach,1821,139,30
7/12/2020,51820,Waynesboro,Central Shenandoah,123,7,0
7/12/2020,51830,Williamsburg,Peninsula,78,12,6
7/12/2020,51840,Winchester,Lord Fairfax,354,25,3
7/11/2020,51001,Accomack,Eastern Shore,1042,72,14
7/11/2020,51003,Albemarle,Thomas Jefferson,533,37,10
7/11/2020,51005,Alleghany,Alleghany,40,5,2
7/11/2020,51007,Amelia,Piedmont,49,12,1
7/11/2020,51009,Amherst,Central Virginia,40,3,0
7/11/2020,51011,Appomattox,Central Virginia,47,2,0
7/11/2020,51013,Arlington,Arlington,2597,425,134
7/11/2020,51015,Augusta,Central Shenandoah,205,7,2
7/11/2020,51017,Bath,Central Shenandoah,1,0,0
7/11/2020,51019,Bedford,Central Virginia,156,2,4
7/11/2020,51021,Bland,Mount Rogers,3,0,0
7/11/2020,51023,Botetourt,Alleghany,152,12,4
7/11/2020,51025,Brunswick,Southside,127,19,1
7/11/2020,51027,Buchanan,Cumberland Plateau,39,1,0
7/11/2020,51029,Buckingham,Piedmont,576,21,6
7/11/2020,51031,Campbell,Central Virginia,63,3,1
7/11/2020,51033,Caroline,Rappahannock,137,17,4
7/11/2020,51035,Carroll,Mount Rogers,245,21,9
7/11/2020,51036,Charles City,Chickahominy,41,14,3
7/11/2020,51037,Charlotte,Piedmont,36,5,0
7/11/2020,51041,Chesterfield,Chesterfield,3169,146,62
7/11/2020,51043,Clarke,Lord Fairfax,60,6,0
7/11/2020,51045,Craig,Alleghany,9,0,0
7/11/2020,51047,Culpeper,Rappahannock Rapidan,852,66,12
7/11/2020,51049,Cumberland,Piedmont,59,4,0
7/11/2020,51051,Dickenson,Cumberland Plateau,5,0,0
7/11/2020,51053,Dinwiddie,Crater,154,23,2
7/11/2020,51057,Essex,Three Rivers,63,4,0
7/11/2020,51059,Fairfax,Fairfax,14403,1707,498
7/11/2020,51061,Fauquier,Rappahannock Rapidan,476,30,8
7/11/2020,51063,Floyd,New River,20,2,1
7/11/2020,51065,Fluvanna,Thomas Jefferson,130,27,8
7/11/2020,51067,Franklin County,West Piedmont,106,7,1
7/11/2020,51069,Frederick,Lord Fairfax,543,42,6
7/11/2020,51071,Giles,New River,18,1,0
7/11/2020,51073,Gloucester,Three Rivers,67,11,1
7/11/2020,51075,Goochland,Chickahominy,129,24,6
7/11/2020,51077,Grayson,Mount Rogers,91,6,4
7/11/2020,51079,Greene,Thomas Jefferson,80,7,2
7/11/2020,51081,Greensville,Crater,375,21,9
7/11/2020,51083,Halifax,Southside,80,5,1
7/11/2020,51085,Hanover,Chickahominy,469,69,31
7/11/2020,51087,Henrico,Henrico,2822,268,173
7/11/2020,51089,Henry,West Piedmont,350,31,5
7/11/2020,51091,Highland,Central Shenandoah,3,0,0
7/11/2020,51093,Isle of Wight,Western Tidewater,222,16,9
7/11/2020,51095,James City,Peninsula,336,58,16
7/11/2020,51097,King and Queen,Three Rivers,26,4,1
7/11/2020,51099,King George,Rappahannock,105,15,4
7/11/2020,51101,King William,Three Rivers,54,7,2
7/11/2020,51103,Lancaster,Three Rivers,13,1,0
7/11/2020,51105,Lee,Lenowisco,17,1,0
7/11/2020,51107,Loudoun,Loudoun,4373,289,99
7/11/2020,51109,Louisa,Thomas Jefferson,135,15,2
7/11/2020,51111,Lunenburg,Piedmont,40,4,0
7/11/2020,51113,Madison,Rappahannock Rapidan,47,4,1
7/11/2020,51115,Mathews,Three Rivers,7,2,0
7/11/2020,51117,Mecklenburg,Southside,257,31,29
7/11/2020,51119,Middlesex,Three Rivers,17,1,0
7/11/2020,51121,Montgomery,New River,182,12,3
7/11/2020,51125,Nelson,Thomas Jefferson,25,0,0
7/11/2020,51127,New Kent,Chickahominy,68,7,1
7/11/2020,51131,Northampton,Eastern Shore,274,41,28
7/11/2020,51133,Northumberland,Three Rivers,40,0,1
7/11/2020,51135,Nottoway,Piedmont,120,35,5
7/11/2020,51137,Orange,Rappahannock Rapidan,159,14,3
7/11/2020,51139,Page,Lord Fairfax,298,30,23
7/11/2020,51141,Patrick,West Piedmont,48,4,1
7/11/2020,51143,Pittsylvania,Pittsylvania-Danville,159,23,2
7/11/2020,51145,Powhatan,Chesterfield,91,8,2
7/11/2020,51147,Prince Edward,Piedmont,237,26,6
7/11/2020,51149,Prince George,Crater,258,12,2
7/11/2020,51153,Prince William,Prince William,7769,697,156
7/11/2020,51155,Pulaski,New River,51,7,2
7/11/2020,51157,Rappahannock,Rappahannock Rapidan,32,3,1
7/11/2020,51159,Richmond County,Three Rivers,311,14,6
7/11/2020,51161,Roanoke County,Alleghany,311,11,6
7/11/2020,51163,Rockbridge,Central Shenandoah,34,0,0
7/11/2020,51165,Rockingham,Central Shenandoah,778,81,12
7/11/2020,51167,Russell,Cumberland Plateau,21,2,0
7/11/2020,51169,Scott,Lenowisco,11,2,2
7/11/2020,51171,Shenandoah,Lord Fairfax,609,67,35
7/11/2020,51173,Smyth,Mount Rogers,43,5,1
7/11/2020,51175,Southampton,Western Tidewater,173,8,10
7/11/2020,51177,Spotsylvania,Rappahannock,1076,82,31
7/11/2020,51179,Stafford,Rappahannock,1056,104,6
7/11/2020,51181,Surry,Crater,18,4,1
7/11/2020,51183,Sussex,Crater,211,15,7
7/11/2020,51185,Tazewell,Cumberland Plateau,26,0,0
7/11/2020,51187,Warren,Lord Fairfax,308,19,8
7/11/2020,51191,Washington,Mount Rogers,80,9,4
7/11/2020,51193,Westmoreland,Three Rivers,183,14,2
7/11/2020,51195,Wise,Lenowisco,38,12,2
7/11/2020,51197,Wythe,Mount Rogers,57,6,1
7/11/2020,51199,York,Peninsula,149,10,3
7/11/2020,51510,Alexandria,Alexandria,2453,248,57
7/11/2020,51520,Bristol,Mount Rogers,12,1,0
7/11/2020,51530,Buena Vista City,Central Shenandoah,18,1,0
7/11/2020,51540,Charlottesville,Thomas Jefferson,270,17,7
7/11/2020,51550,Chesapeake,Chesapeake,1204,157,22
7/11/2020,51570,Colonial Heights,Chesterfield,156,19,20
7/11/2020,51580,Covington,Alleghany,5,0,0
7/11/2020,51590,Danville,Pittsylvania-Danville,113,20,2
7/11/2020,51595,Emporia,Crater,146,23,15
7/11/2020,51600,Fairfax City,Fairfax,72,6,7
7/11/2020,51610,Falls Church,Fairfax,53,10,7
7/11/2020,51620,Franklin City,Western Tidewater,70,5,3
7/11/2020,51630,Fredericksburg,Rappahannock,277,27,0
7/11/2020,51640,Galax,Mount Rogers,287,30,16
7/11/2020,51650,Hampton,Hampton,469,40,4
7/11/2020,51660,Harrisonburg,Central Shenandoah,978,73,28
7/11/2020,51670,Hopewell,Crater,198,20,5
7/11/2020,51678,Lexington,Central Shenandoah,16,1,0
7/11/2020,51680,Lynchburg,Central Virginia,187,6,1
7/11/2020,51683,Manassas City,Prince William,1482,106,19
7/11/2020,51685,Manassas Park,Prince William,457,47,6
7/11/2020,51690,Martinsville,West Piedmont,112,15,1
7/11/2020,51700,Newport News,Peninsula,693,47,10
7/11/2020,51710,Norfolk,Norfolk,1448,125,15
7/11/2020,51720,Norton,Lenowisco,4,2,0
7/11/2020,51730,Petersburg,Crater,331,48,8
7/11/2020,51735,Poquoson,Peninsula,20,2,0
7/11/2020,51740,Portsmouth,Portsmouth,662,86,19
7/11/2020,51750,Radford,New River,16,1,0
7/11/2020,51760,Richmond City,Richmond,2386,237,35
